"externalId","classificationOfInstructionalProgramCode","courseNumber","courseTitle","subjectAbbreviation","departmentExternalId","institutionExternalId","facilityExternalId","description"
"SPAN011  PZ","","SPAN011  PZ","Community-based Span Practicum","ZSPA","ZSPA","PZ","PZ",""
"SPAN011  SC","","SPAN011  SC","Conversation:Contemporary Span","SHSP","SHSP","SC","SC","Open to Scripps students, except native speakers. To obtain credit, the student should attend a 50-minute weekly conversation class and participate in field trips and cultural events organized by the Department of Hispanic Studies. Prerequisites: Spanish 33 or three semesters of college-level Spanish. Cumulative, one-quarter course credit; graded pass/fail. Limited to one enrollment per semester and a cumulative total of one course credit."
"SPAN013  PO","","SPAN013  PO","Spanish Conversation, Advanced","PRLL","PRLL","PO","PO","Spanish Conversation Advanced. Open to all students except native speakers. Credit for satisfactory participation in Oldenborg Center activities and two conversation classes weekly. Cumulative, one-quarter course credit; graded P/NC. Does not satisfy the foreign language requirement. Limited to one enrollment per semester and a cumulative total of one course credit. Prerequisites: two years of college-level language study or equivalent and SPAN044  PO."
"SPAN022  CM","","SPAN022  CM","Intensive Introductory Spanish","MMOD","MMOD","CM","CM","Designed for beginning students with some basic knowledge of the language, who are too advanced for Spanish 1, but do not yet qualify for Spanish 33. Students will complete in one semester the equivalent of Spanish 1 and 2. Includes laboratory work and tutorial sessions (times arranged). Placement test required. Letter grade only.
"
"SPAN022  PO","","SPAN022  PO","Intensive Introductory Spanish","PRLL","PRLL","PO","PO","Intensive Introductory Spanish. Designed for beginning students with some basic knowledge of the language who are too advanced for SPAN 1 but do not yet qualify for 33. Emphasis on the spoken language and acquisition of basic grammar. Students will complete the equivalent of 1 and 2 in one semester. Prerequisite: placement examination. Course is equivalent to SPAN022  CM, SPAN022  PZ, and SPAN022  SC."
"SPAN022  PZ","","SPAN022  PZ","Intensive Introductory Spanish","ZSPA","ZSPA","PZ","PZ","Spanish 22 is an intensive introductory course that covers Spanish 1 and Spanish 2 in one semester. This course is infused with opportunities to put in practice different language functions in authentic meaningful communication. This idea is conceived from and directly linked to the foundation of our Spanish program that is based on the concept that language is a social practice. At the same time that students learn and practice grammar structures, they explore various topics related to social justice affecting Spanish-speaking communities locally and abroad. In addition, our local partner organizations and our Study Abroad programs (Costa Rica and Ecuador) play an important role in achieving this objective through different types of interactions during the semester. Our final goal for Spanish 22 students is to take ownership in their language learning process, to develop awareness of social justice issues, and interact with our Spanish-speaking communities. "
"SPAN022  SC","","SPAN022  SC","Intensive Introductory Spanish","SHSP","SHSP","SC","SC","Designed for beginning students with some basic knowledge of the language, who are too advanced for Spanish 1, but do not yet qualify for Spanish 33. Students will fulfill in one semester the equivalent of Spanish 1 and 2. This course includes laboratory work and tutorial sessions (times arranged). Prerequisite: Language Placement Test."
"SPAN031  PZ","","SPAN031  PZ","Community-Based Spanish Practcm","ZSPA","ZSPA","PZ","PZ","The Community-based Spanish Practicum will be offered as an virtual learning community for linguistic and cultural exchange with students at the Universidad Central de Ecuador (UCE) in Quito. By developing an in-depth relationship with an Ecuadorean partner through meaningful bilingual discussions on topics of shared personal interest, you will be able to improve your confidence and oral proficiency in Spanish, increase your knowledge about international issues, and broaden your intercultural understanding. Although the instructor will provide support and structure for the exchange, you and your partner will have great freedom and flexibility in determining the schedule and form of your conversations and how to accomplish the goals of the course. 
 Prerequisite: 2 semesters of Spanish or equivalent.
"
"SPAN033  CM","","SPAN033  CM","Intermediate Spanish","MMOD","MMOD","CM","CM","Review and reinforcement of basic skills. Emphasis on conversation, reading, and writing. Course includes a tutorial session each week (times arranged). Prerequisite: Spanish 2, 22 or equivalent. Letter grade only.
"
"SPAN033  PO","","SPAN033  PO","Intermediate Spanish","PRLL","PRLL","PO","PO","Intermediate Spanish. Review and reinforcement of four basic skills. Emphasis on conversation, reading ability and writing. Prerequisite: 2. Course is equivalent to SPAN033  CM, SPAN033  PZ, and SPAN033  SC."
"SPAN033  PZ","","SPAN033  PZ","Intermediate Spanish","ZSPA","ZSPA","PZ","PZ","Spanish 33 is an intensive online Spanish course in which students use inquiry, creativity and collaborative thinking to explore language and intersections of culture in local and global communities of Latin America, Spain and the U.S. Students learn to operationalize new grammar by using Spanish to describe places, people, experiences and hopes, as well as ideate solutions to real-world challenges.  Projects include interviewing a native-speaker on wellness and well-being during the health crisis, virtual museum tour--art as a social and cultural product and guest lecture project on ecotourism in Latin America, in partnership with Pitzer Study Abroad in Costa Rica and Ecuador. "
"SPAN033  SC","","SPAN033  SC","Intermediate Spanish","SHSP","SHSP","SC","SC","Review and reinforcement of four basic skills. Emphasis on conversation, reading, and writing. Course includes tutorial sessions (times arranged). Prerequisite: Spanish 2, 22 or equivalent."
"SPAN033L CM","","SPAN033L CM","Int Spanish Conversation Class","MMOD","MMOD","CM","CM",""
"SPAN034  PZ","","SPAN034  PZ","Intermediate Spanish","ZSPA","ZSPA","PZ","PZ",""
"SPAN044  CM","","SPAN044  CM","Advanced Spanish: Culture & Soc","MMOD","MMOD","CM","CM","Satisfies the humanities requirement in foreign literature. Discussion of texts and films concerning literary and social aspects of Spain and Latin America. Development of correct personal style in students' oral and written expression. Course includes a tutorial session each week (times arranged). Prerequisite: Spanish 33 or equivalent.
"
